"","pmid","title","year","keyword"
"1319","24029841","Forced migration and mental health: prolonged internal displacement, return migration and resilience.",2012,"mental health"
"1418","24029839","Mental health in humanitarian settings: shifting focus to care systems.",2012,"mental health"
"1518","24015156","Self-Disclosure and Mental Health Service Use in Socially Anxious Adolescents.",2012,"mental health"
"1617","23997826","Communication and mental health in general practice: physicians' self-perceived learning needs and self-efficacy.",2012,"mental health"
"1718","23997819","The case for change: The Global Mental Health Action Plan 2013-2020.",2012,"mental health"
"1818","23968615","MotherFirst: developing a maternal mental health strategy in Saskatchewan.",2012,"mental health"
"1918","23866487","Media created violence: a social determinant of mental health.",2012,"mental health"
"2018","23866424","The use of physical restraints in mental health.",2012,"mental health"
"1103","32180665","U.S. Department of Veterans Affairs Veterans Justice Outreach Program: Connecting Justice-Involved Veterans with Mental Health and Substance Use Disorder Treatment.",2013,"mental health"
"229","26399270","Mental health and food consumption among California children 5-11 years of age.",2013,"mental health"
"328","25632302","&quot;Someone's got to do it&quot; - Primary care providers (PCPs) describe caring for rural women with mental health problems.",2013,"mental health"
"428","25324028","Training mental health nurses to assess the physical health needs of mental health service users: a pre- and post-test analysis.",2013,"mental health"
"528","25324026","The horror of stigma: psychosis and mental health care environments in twenty-first-century horror film (part II).",2013,"mental health"
"628","25226599","The association of marital relationship and perceived social support with mental health of women in Pakistan.",2013,"mental health"
"728","25187450","Factors that influence the diagnoses of Asian Americans in mental health: an exploration.",2013,"mental health"
"828","25187050","Alcohol abuse in developed and developing countries in the World Mental Health Surveys: Socially defined consequences or psychiatric disorder?",2013,"mental health"
"928","25095983","Supporting the development of interpersonal skills in nursing, in an undergraduate mental health curriculum: reaching the parts other strategies do not reach through action learning.",2013,"mental health"
"1028","25091352","Psychological predictors of mental health and health-related quality of life after bariatric surgery: a review of the recent research.",2013,"mental health"
"1125","25042955","Mobile technology and global mental health.",2013,"mental health"
"1221","25007539","[Taking care of the sick veteran--mental health care within the Department of Veterans Affairs, USA].",2013,"mental health"
"1320","25001350","Mental health emergency care in Australia: an educational program for clinicians.",2013,"mental health"
"1419","24991181","Operationalizing the involuntary treatment regulations of China's new mental health law.",2013,"mental health"
"1519","24991180","Health provider perspectives on mental health service provision for Chinese people living in Christchurch, New Zealand.",2013,"mental health"
"1618","24991167","Number and characteristics of medical professionals working in Chinese mental health facilities.",2013,"mental health"
"1719","24991160","Mental health literacy among residents in Shanghai.",2013,"mental health"
"1819","24971279","Investigation of the demographic characteristics and mental health in self-immolation attempters.",2013,"mental health"
"1919","24929467","Axis I anxiety and mental health disorders among stuttering adolescents.",2013,"mental health"
"2019","24926398","Therapeutic commitment for general nurses in dealing with mental health problems of people living with HIV/AIDS in Blantyre, Malawi.",2013,"mental health"
"1104","25382162","The impact of caregivers on the effectiveness of an early community mental health detection and intervention programme in Hong Kong.",2014,"mental health"
"230","26844048","The economic burden of eating disorders and related mental health comorbidities: An exploratory analysis using the U.S. Medical Expenditures Panel Survey.",2014,"mental health"
"329","26789859","The Role of Substance Use and Mental Health Problems in Medication Adherence Among HIV-Infected MSM.",2014,"mental health"
"429","26788675","Parental Rejection Following Sexual Orientation Disclosure: Impact on Internalized Homophobia, Social Support, and Mental Health.",2014,"mental health"
"529","26609539","Same-sex sexuality and psychiatric disorders in the second Netherlands Mental Health Survey and Incidence Study (NEMESIS-2).",2014,"mental health"
"629","26574078","[Stigma and Mental Health in Victims of Colombia's Internal Armed Conflict in Situation of Forced Displacement].",2014,"mental health"
"729","26574077","[Experiences of Life and Work of a Group of Epidemiologists in Training in Order to Address Mental Health Problems and Issues at Local and Departmental Level. Medellin, 2013].",2014,"mental health"
"829","26574076","[Family, Through Mental Health and Sickness].",2014,"mental health"
"929","26527857","Addressing Parental Mental Health Within Interventions for Children: A Review.",2014,"mental health"
"1029","26500708","Implementation of Mindfulness Training for Mental Health Staff: Organizational Context and Stakeholder Perspectives.",2014,"mental health"
"1126","26495325","Knowledge of Federal Regulations for Mental Health Research Involving Prisoners.",2014,"mental health"
"1222","28229008","Skills for Psychological Recovery: Evaluation of a post-disaster mental health training program.",2014,"mental health"
"1321","26424904","Exploring Discrimination and Mental Health Disparities Faced By Black Sexual Minority Women Using a Minority Stress Framework.",2014,"mental health"
"1420","26413180","The Relationship Between Obesity and Participation in the Supplemental Nutrition Assistance Program (SNAP): Is Mental Health a Mediator?",2014,"mental health"
"1520","26361317","Teaching global mental health at home and abroad.",2014,"mental health"
"1619","26361316","The new life stage of emerging adulthood at ages 18-29 years: implications for mental health.",2014,"mental health"
"1720","26361315","Cultures for mental health care of young people: an Australian blueprint for reform.",2014,"mental health"
"1820","26361312","Mental health consequences of overstretch in the UK Armed Forces, 2007-09: a population-based cohort study.",2014,"mental health"
"1920","26361301","Mental health interventions in schools.",2014,"mental health"
"2020","26361292","Deployment to war and mental health consequences.",2014,"mental health"
"1105","27993341","Bridging the Gap Between Research and Practice in Mental Health Service Settings: An Overview of Developments in Implementation Theory and Research.",2015,"mental health"
"231","31386034","Health-related quality of life and psychological functioning in patients with primary malignant brain tumors: a systematic review of clinical, demographic and mental health factors.",2015,"mental health"
"330","27878707","Local house prices and mental health.",2015,"mental health"
"430","26315692","Mental health outcomes during colorectal cancer survivorship: a review of the literature.",2015,"mental health"
"530","25977122","Mental Health Consequences of Childhood Physical Abuse in Chinese Populations: A Meta-Analysis.",2015,"mental health"
"630","25800462","Relationship Between the Types of Insurance Coverage and Outpatient Mental Health Treatment Use Among Older Adults.",2015,"mental health"
"730","25625718","Knowledge, Attitudes, and Clinical Practices for Patients With Dementia Among Mental Health Providers in China: City and Town Differences.",2015,"mental health"
"830","26698825","Why it's important for it to stop: Examining the mental health correlates of bullying and ill-treatment at work in a cohort study.",2015,"mental health"
"930","26698325","The impact of risk management practice upon the implementation of recovery-oriented care in community mental health services: a qualitative investigation.",2015,"mental health"
"1030","26698176","Becoming an Approved Mental Health Professional: an analysis of the factors that influence individuals to become Approved Mental Health Professionals.",2015,"mental health"
"1127","26293755","Perinatal mental health: Fathers - the (mostly) forgotten parent.",2015,"mental health"
"1223","27766309","Using Personification and Agency Reorientation to Reduce Mental-Health Clinicians' Stigmatizing Attitudes Toward Patients.",2015,"mental health"
"1322","25639939","Predictors of outpatient mental health clinic follow-up after hospitalization among Medicaid-enrolled young adults.",2015,"mental health"
"1421","27746853","Sexually Transmitted Infections In A Sample Of At-Risk Youth: Roles Of Mental Health And Trauma Histories.",2015,"mental health"
"1521","27703735","Question use in child mental health assessments and the challenges of listening to families.",2015,"mental health"
"1620","27668289","Orphanhood by AIDS-Related Causes and Child Mental Health: A Developmental Psychopathology Approach.",2015,"mental health"
"1721","27619778","Mental Health Mediating the Relationship Between Symptom Severity and Health-Related Quality of Life in Patients with Lower Urinary Tract Symptoms.",2015,"mental health"
"1821","27346929","Mental Health Diagnostic Considerations in Racial/Ethnic Minority Youth.",2015,"mental health"
"1921","27318226","Prospective study of predictors and consequences of insomnia: personality, lifestyle, mental health, and work-related stressors.",2015,"mental health"
"2021","27294754","Interactive Effect of Negative Affectivity and Rumination in Terms of Mental Health Among Latinos in Primary Care.",2015,"mental health"
"1106","31524129","The Vasarhelyi Method of Child Art Psychotherapy in Child and Adolescent Mental Health Services: a stakeholder survey of clinical supervisors.",2016,"mental health"
"232","30636819","Sources of Social Support and Mental Health Among LGB Youth.",2016,"mental health"
"331","29780285","Collaborative youth mental health service users, immigration, poverty, and family environment.",2016,"mental health"
"431","29490487","Relationship between the broad autism phenotype, social relationships and mental health for mothers of children with autism spectrum disorder.",2016,"mental health"
"531","29430072","Mental Health Symptoms and Parenting Among Father-Only and Dual Substance Use Disorder Couples.",2016,"mental health"
"631","29308057","Managing physical and mental health conditions: Consumer perspectives on integrated care.",2016,"mental health"
"731","29251888","NEONATAL ABSTINENCE SYNDROME AND INFANT MENTAL HEALTH.",2016,"mental health"
"831","29251475","PSYCHS ON BIKES -- NURSES REVVING UP FOR MEN'S MENTAL HEALTH.",2016,"mental health"
"931","29251472","PERINATAL MENTAL HEALTH AND MINDFULNESS FOR MEN WITH PREGNANT PARTNERS, PILOT PROJECT.",2016,"mental health"
"1031","29251466","DON'T FORGET DAD: MEN'S PERINATAL MENTAL HEALTH.",2016,"mental health"
"1128","29251464","CHALLENGING ASSUMPTIONS ABOUT MEN: PROPOSITIONS FOR MENTAL HEALTH NURSING.",2016,"mental health"
"1224","29251463","FALLS AND FALL INJURY IN MENTAL HEALTH INPATIENT UNITS FOR OLDER PEOPLE.",2016,"mental health"
"1323","29242705","Workplace Policies and Mental Health among Working-Class, New Parents.",2016,"mental health"
"1422","29226771","Men's Mental Health Help-Seeking Behaviors: An Intersectional Analysis.",2016,"mental health"
"1522","29200802","Voluntary and Involuntary Singlehood and Young Adults' Mental Health: an Investigation of Mediating Role of Romantic Loneliness.",2016,"mental health"
"1621","29200799","Improving police interventions during mental health-related encounters: Past, present and future.",2016,"mental health"
"1722","29188974","Alternative Pathways: London Ambulance Service's innovative response for patients presenting with mental health problems.",2016,"mental health"
"1822","29185688","Streamlining Mental Health Response. Colorado Springs program is changing how EMS responds to behavioral health crises.",2016,"mental health"
"1922","29098041","Migration Stress, Poor Mental Health, and Engagement in Sex with High-Risk Partners: A Mediation Modeling Analysis of Data from Rural-to-Urban Migrants in China.",2016,"mental health"
"2022","29095578","Working to Increase access to Mental Health Care in Wisconsin.",2016,"mental health"
"1107","32223788","Changing prescribing patterns in an Irish community mental health service.",2017,"mental health"
"233","31803345","Spirituality and Multiple Dimensions of Religion Are Associated with Mental Health in Gay and Bisexual Men: Results From the <i>One Thousand Strong</i> Cohort.",2017,"mental health"
"332","31747988","Retrospective study of first episode psychosis in the Dublin Southwest Mental Health Service: demographics, clinical profile and service evaluation of treatment.",2017,"mental health"
"432","31524126","Mapping evidence from systematic reviews regarding adult attachment and mental health difficulties: a scoping review.",2017,"mental health"
"532","31160876","A Multilevel Approach for Reducing Mental Health and Substance Use Disparities Affecting Bisexual Individuals.",2017,"mental health"
"632","31038039","&quot;Removing the thorns&quot;: the role of the arts in recovery for people with mental health challenges.",2017,"mental health"
"732","31038035","The healing properties of writing for persons with mental health conditions.",2017,"mental health"
"832","30662076","Do Physical Activity, Social Cohesion, and Loneliness Mediate the Association Between Time Spent Visiting Green Space and Mental Health?",2017,"mental health"
"932","30581376","Lessons Learned From a Web-Based Study of Mental Health and Alcohol and Other Drug Problems Among Social Workers in the USA.",2017,"mental health"
"1032","30487904","Positive mental health moderates the association between depression and suicide ideation: A longitudinal study.",2017,"mental health"
"1129","30359175","Mainstreaming Mental Health Care in 42 Countries.",2017,"mental health"
"1225","30356496","Collegiate athletes' mental health services utilization: A systematic review of conceptualizations, operationalizations, facilitators, and barriers.",2017,"mental health"
"1324","30243693","The I Will Help You mental health initiative: A pedagogy for nursing leadership and a call to action for nurses.",2017,"mental health"
"1423","30188314","Spotting and Tackling Poor Mental Health in Colleagues and Patients.",2017,"mental health"
"1523","30169241","Gendered influences on adolescent mental health in low-income and middle-income countries: recommendations from an expert convening.",2017,"mental health"
"1622","30169234","Preventive mental health interventions for refugee children and adolescents in high-income settings.",2017,"mental health"
"1723","30169163","Free play and children's mental health.",2017,"mental health"
"1823","30152969","Don’t Just Send Patients Home if They Have a Mental Health Issue.",2017,"mental health"
"1923","30129245","Sustaining a culture of practice development in an acute adolescent inpatient mental health unit.",2017,"mental health"
"2023","30129240","Assessing the educational needs of mental health nurses working in an adolescent inpatient psychiatric ward in Japan.",2017,"mental health"
"1108","32283964","&quot;Playing the system&quot;: Structural factors potentiating mental health stigma, challenging awareness, and creating barriers to care for Canadian public safety personnel.",2018,"mental health"
"234","32223789","Patients prefer a continuity model of inpatient psychiatric consultant care: a patient survey in the Louth Mental Health Service.",2018,"mental health"
"333","32159683","[Approaching the concept of mental health for indigenous peoples in Colombia].",2018,"mental health"
"433","32159663","Conceptual perspectives in mental health and their implications in the context of achieving peace in Colombia.",2018,"mental health"
"533","32081212","Mental Health and Clinical Training. Editorial Comment on &quot;How to Contribute&quot;.",2018,"mental health"
"633","32064086","Impact of a specialist mental health pharmacy team on medicines optimisation in primary care for patients on a severe mental illness register: a pilot study.",2018,"mental health"
"733","32051683","HOW DO CHANGES IN INCOME, EMPLOYMENT AND HEALTH INSURANCE AFFECT FAMILY MENTAL HEALTH SPENDING?",2018,"mental health"
"833","32022199","[Attention to the Crisis in mental health: centralization and decentralization of practices].",2018,"mental health"
"933","32022195","[Components of matrix support and collaborative mental health care: a narrative review].",2018,"mental health"
"1033","31984205","Partnerships in a Global Mental Health Research Programme-the Example of PRIME.",2018,"mental health"
"1130","31758772","A Mobile Phone-Based Healthy Lifestyle Monitoring Tool for People With Mental Health Problems (MyHealthPA): Development and Pilot Testing.",2018,"mental health"
"1226","31754408","Spirituality and its Relation to Mental Health Outcomes: An Examination of Youth in Foster Care.",2018,"mental health"
"1325","31667466","Community Mental Health Services for Autistic Adults: Good News and Bad News.",2018,"mental health"
"1424","31656458","Does Children's Union Dissolution Hurt Elderly Parents? Linked Lives, Divorce and Mental Health in Europe.",2018,"mental health"
"1524","31579430","Teacher Mental Health Literacy is Associated with Student Literacy in the Adolescent Depression Awareness Program.",2018,"mental health"
"1623","31543699","REFUGEE MENTAL HEALTH AND HEALING: UNDERSTANDING THE IMPACT OF POLICIES OF RAPID ECONOMIC SELF-SUFFICIENCY AND THE IMPORTANCE OF MEANINGFUL WORK.",2018,"mental health"
"1724","31524128","Referral pathways between the mental health services and Jigsaw.",2018,"mental health"
"1824","31524127","Where next for youth mental health services in Ireland?",2018,"mental health"
"1924","31518248","The Impact of the Virtual Cognitive Health Program on the Cognition and Mental Health of Older Adults: Pre-Post 12-Month Pilot Study.",2018,"mental health"
"2024","31518235","Feasibility and Conceptualization of an e-Mental Health Treatment for Depression in Older Adults: Mixed-Methods Study.",2018,"mental health"
"1109","32558820","Mental health services in Cambodia: an overview.",2019,"mental health"
"235","32479354","Locating oneself in the past to influence the present: Impacts of Neolithic landscapes on mental health well-being.",2019,"mental health"
"334","32479351","An ambivalent atmosphere: Employment training programs and mental health recovery.",2019,"mental health"
"434","32457823","Digital Innovations for Global Mental Health: Opportunities for Data Science, Task Sharing, and Early Intervention.",2019,"mental health"
"534","32435076","Dear Mental Health Practitioners, Take Care of Yourselves: a Literature Review on Self-Care.",2019,"mental health"
"634","32431758","Victimization, Poverty, and Resilience Resources: Stress Process Considerations for Adolescent Mental Health.",2019,"mental health"
"734","32372600","[&quot;Mental health and discrimination&quot;: A timely theme for the Mental Health Information Weeks (SISM)].",2019,"mental health"
"834","32366974","Mental health in academia is topic of the week at a sold-out UK meeting.",2019,"mental health"
"934","32353341","Tarkovsky's Stalker: existentialism and mental health.",2019,"mental health"
"1034","32353339","Susan Vivian Mangold: reforming justice systems for better youth mental health.",2019,"mental health"
"1131","32339133","Mental health of electronic cigarette advocates: Over both sides of the Atlantic.",2019,"mental health"
"1227","32338680","[Exploration of Service Needs of Persons who are Deaf, Communicate in LSQ and who Present Mental Health Issues].",2019,"mental health"
"1326","32338678","[Differences in mental health across sexual minority status].",2019,"mental health"
"1425","32337884","Psychometric Properties and Contribution to Mental Health of the Bulgarian version of the 4-Factor Ruminative Thought Style Questionnaire.",2019,"mental health"
"1525","32311250","Adolescents Presenting with Mental Health Crises.",2019,"mental health"
"1624","32307835","Clinicians' use of and attitudes towards technology to provide and support interventions in child and adolescent mental health services.",2019,"mental health"
"1725","32285643","Racial/ethnic differences in treatment quality among youth with primary care provider-initiated versus mental health specialist-initiated care for major depressive disorders.",2019,"mental health"
"1825","32285642","Exploring young people's experiences and perceptions of mental health and well-being using photography.",2019,"mental health"
"1925","32283531","The impact of unemployment on mental health examined in a community mental health unit during the recent financial crisis in Greece.",2019,"mental health"
"2025","32273852","Effectiveness of a School-Based Intervention on the Students' Mental Health After Exposure to War-Related Trauma.",2019,"mental health"
"1132","32593124","Mental health burden for Chinese middle school students affected by the COVID-19 pandemic.",2020,"mental health"
"236","32593122","COVID 19 pandemic: Mental health challenges of internal migrant workers of India.",2020,"mental health"
"335","32593087","Implementing National Mental Health Program: Local leaders' perspectives and lessons for national action.",2020,"mental health"
"435","32593086","Research output on mental health problems in North Korea between 2006 and 2017: A bibliographic analysis of North Korean medical journal articles.",2020,"mental health"
"535","32593069","Affective responses to climbing exercises in children and adolescents during in-patient treatment for mental health disorders a pilot study on acute effects of different exercise interventions.",2020,"mental health"
"635","32593055","Maternal mental health in India during COVID-19.",2020,"mental health"
"735","32592626","COVID -19 and medical staff's mental health in educational hospitals in Alborz province, Iran.",2020,"mental health"
"835","32592170","Cyberbullying status and mental health in Norwegian adolescents.",2020,"mental health"
"935","32592008","How to Serve the Underserved: Making the Case for Rural and Remote Mental Health Training for Psychiatry Residents.",2020,"mental health"
"1035","32591836","The mental health impact of the COVID-19 epidemic on immigrants and racial and ethnic minorities.",2020,"mental health"
"1133","32591833","Modeling Patient No-Show History and Predicting Future Appointment Behavior at the Veterans Administration's Outpatient Mental Health Clinics: NIRMO-2.",2020,"mental health"
"1228","32590751","Mental health circumstances among health care workers and general public under the pandemic situation of COVID-19 (HOME-COVID-19).",2020,"mental health"
"1327","32590533","The effect of the COVID-19 pandemic on healthcare workers' mental health.",2020,"mental health"
"1426","32590231","The recovery model in chronic mental health: A community-based investigation of social identity processes.",2020,"mental health"
"1526","32590218","Effects of mindfulness-based stress reduction on sleep quality and mental health for insomnia patients: A meta-analysis.",2020,"mental health"
"1625","32590148","Physical and mental health effects of repeated short walks in a blue space environment: A randomised crossover study.",2020,"mental health"
"1726","32590140","Yoga for infirmity in geriatric population amidst COVID-19 pandemic: Comment on &quot;Age and Ageism in COVID-19: Elderly mental health-care vulnerabilities and needs&quot;.",2020,"mental health"
"1826","32589322","Early childhood mental health consultation: Care providers' experiences of the consultative relationship.",2020,"mental health"
"1926","32589312","Keeping Our Staff In Mind: dietary results of a lifestyle intervention targeting mental health staff.",2020,"mental health"
"2026","32589109","Comorbid Conditions, Mental Health and Cognitive Functions in Adults with Fibromyalgia.",2020,"mental health"
"1134","23833059","The weight of communication: The Canadian Medical Association Journal's discourse on obesity.",2011,"obesity"
"237","23630412","Phentermine and topiramate for the management of obesity: a review.",2011,"obesity"
"336","23237611","Introduction of active video gaming into the middle school curriculum as a school-based childhood obesity intervention.",2011,"obesity"
"436","23204944","Impact of obesity on surgical site infection in colon and rectal surgery.",2011,"obesity"
"536","23204938","Obesity and colorectal cancer.",2011,"obesity"
"636","23204937","Anesthetic implications of obesity in the surgical patient.",2011,"obesity"
"736","23204936","Medical complications of obesity and optimization of the obese patient for colorectal surgery.",2011,"obesity"
"836","23204935","Obesity epidemiology.",2011,"obesity"
"936","23175893","The Nigeria high glycemic index starchy foods, obesity, and the environment.",2011,"obesity"
"1036","23094523","[Nutritional knowledge and its association with overweight and obesity in Mexican women with low socioeconomic level].",2011,"obesity"
"1135","23056841","Prevalence of Overweight and Obesity among Iranian School Children in Different Ethnicities.",2011,"obesity"
"1229","23024585","The 'Golden Keys' to health - a healthy lifestyle intervention with randomized individual mentorship for overweight and obesity in adolescents.",2011,"obesity"
"1328","23024484","Obesity and abdominal adiposity in diabetic dyslipidemia.",2011,"obesity"
"1427","23016036","Body mass index and percentage of body fat as indicators for obesity in an adolescent athletic population: why the jackson-pollock formula?",2011,"obesity"
"1527","22980472","[Factorial study of the psychopathological factors of morbid obesity in the adolescent].",2011,"obesity"
"1626","22953214","Exploring occupational and behavioral risk factors for obesity in firefighters: a theoretical framework and study design.",2011,"obesity"
"1727","22942974","Training residents in obesity counseling: incorporating principles of motivational interviewing to enhance patient centeredness.",2011,"obesity"
"1827","22942626","Maternal obesity from all sides.",2011,"obesity"
"1927","22900444","Association between caries, obesity and insulin resistance in Mexican adolescents.",2011,"obesity"
"2027","22887828","Midlife obesity and trajectories of brain volume changes in older adults.",2011,"obesity"
"1136","25548090","Waist circumference cutoff points for central obesity in the Korean elderly population.",2012,"obesity"
"238","24694474","Association between a serum thyroid-stimulating hormone concentration within the normal range and indices of obesity in Japanese men and women.",2012,"obesity"
"337","24426202","Hypoadiponectinemia in obesity: association with insulin resistance.",2012,"obesity"
"437","24293963","Obesity, HDL and Breast Cancer.",2012,"obesity"
"537","24218202","Assessment of provider adherence to obesity treatment guidelines.",2012,"obesity"
"637","24170597","Obesity education for nurse practitioners: perspectives from nurse practitioner faculty.",2012,"obesity"
"737","24167331","Sexual dysfunction (Kṛcchra Vyavāya) in obesity (Sthaulya): Validation by an observational study.",2012,"obesity"
"837","24073141","The Society of Behavioral Medicine position statement on the CMS decision memo on intensive behavior therapy for obesity.",2012,"obesity"
"937","24020252","[Single central obesity and combined with overweight/obesity in preeschool Mexican children].",2012,"obesity"
"1037","24008025","[Association of obesity in adults with allergic asthma].",2012,"obesity"
"1137","24002404","Obesity, adipokines and metabolic syndrome in polycystic ovary syndrome.",2012,"obesity"
"1230","23976799","The Relationship Between Obesity and Depression Among Adolescents.",2012,"obesity"
"1329","23935294","Risk factors of obesity in a cohort of 1001 Cypriot adults: An epidemiological study.",2012,"obesity"
"1428","23923596","Assessing the prevalence of obesity and measures to control it among females.",2012,"obesity"
"1528","23903497","Association of visceral obesity with high viral load and histological findings in elderly patients with genotype 1 chronic hepatitis C.",2012,"obesity"
"1627","23856452","Perinatal and family factors associated with preadolescence overweight/obesity in Greece: the GRECO study.",2012,"obesity"
"1728","23853628","Relation of obesity with serum 25 hydroxy vitamin D3 levels in type 2 diabetic patients.",2012,"obesity"
"1828","23853625","Dietary calcium intake and risk of obesity in school girls aged 8-10 years.",2012,"obesity"
"1928","23853612","Which one is more important, obesity or cardio metabolic risk factors?",2012,"obesity"
"2028","23843826","Obesity dilemma: are there enough bariatric surgeons?",2012,"obesity"
"1138","26730022","Obesity Should Not Prevent from TRAM Flap Breast Reconstruction in Developing Countries.",2013,"obesity"
"239","26248660","Large adipocytes function as antigen-presenting cells to activate CD4(+) T cells via upregulating MHCII in obesity.",2013,"obesity"
"338","25586732","The imperative to prevent and treat childhood obesity: why the world cannot afford to wait.",2013,"obesity"
"438","25568519","Endoprosthesis and obesity.",2013,"obesity"
"538","25566432","Effects Ala54Thr polymorphism of FABP2 on obesity index and biochemical variable in response to a aerobic exercise training.",2013,"obesity"
"638","25497781","Gender differences in the relationship between vitamin C and abdominal obesity.",2013,"obesity"
"738","25425133","Determining the cost of obesity and its common comorbidities from a commercial claims database.",2013,"obesity"
"838","25425131","Effect of implementing the 5As of obesity management framework on provider-patient interactions in primary care.",2013,"obesity"
"938","25395938","Obesity risk factors in a representative group of Polish prepubertal children.",2013,"obesity"
"1038","25328903","Optimal Defaults in the Prevention of Pediatric Obesity: From Platform to Practice.",2013,"obesity"
"1139","25314721","Response to &quot;Sleep duration and hypertension with special emphasis on gender and obesity&quot;.",2013,"obesity"
"1231","25314720","Sleep duration and hypertension with special emphasis on sex and obesity.",2013,"obesity"
"1330","25302075","Obesity-Related Hormones in Low-Income Preschool-Age Children: Implications for School Readiness.",2013,"obesity"
"1429","25289254","Obesity-induced Upper Extremity Lymphedema.",2013,"obesity"
"1529","25276549","Obesity as a public health problem among adult women in rural Tanzania.",2013,"obesity"
"1628","25265798","Tech leaders aim to curb obesity at medical innovation summit.",2013,"obesity"
"1729","25263839","School-based obesity prevention interventions: practicalities and considerations.",2013,"obesity"
"1829","25263835","Relationship between habitual sleep duration, obesity and depressive symptoms in patients with sleep apnoea.",2013,"obesity"
"1929","25263832","Overweight and obesity prevalence and trends in children and adolescents in Cyprus 2000-2010.",2013,"obesity"
"2029","25263830","Physiological roles of ghrelin on obesity.",2013,"obesity"
"1140","26626922","Food Away from Home and Childhood Obesity.",2014,"obesity"
"240","26626919","Low-Grade Inflammation, Obesity, and Diabetes.",2014,"obesity"
"339","26567097","Monogenic forms of childhood obesity due to mutations in the leptin gene.",2014,"obesity"
"439","26484128","Gene expression in rat models for inter-generational transmission of islet dysfunction and obesity.",2014,"obesity"
"539","26484066","Genome-wide profiling to analyze the effects of high fat diet induced obesity on renal gene expression in mouse with reduced renal mass.",2014,"obesity"
"639","26484023","Toll-like receptor 4 antagonist and obesity associated kidney disease: Where should we go from here?",2014,"obesity"
"739","26461379","The Relations Between Immunity, Oxidative Stress and Inflammation Markers, in Childhood Obesity.",2014,"obesity"
"839","26413180","The Relationship Between Obesity and Participation in the Supplemental Nutrition Assistance Program (SNAP): Is Mental Health a Mediator?",2014,"obesity"
"939","26336720","[Profile of free fatty acids (FFA) in serum of young Colombians with obesity and metabolic syndrome].",2014,"obesity"
"1039","26327859","Postmenopausal obesity: 12,500 steps per day as a remedy? Relationships between body composition and daily steps in postmenopausal women.",2014,"obesity"
"1141","26317052","Fighting obesity: When muscle meets fat.",2014,"obesity"
"1232","26208923","Parents' willingness to pay for the prevention of childhood overweight and obesity.",2014,"obesity"
"1331","26202636","Oncogenic signaling pathways and origins of tumor-initiating stem-like cells of hepatocellular carcinomas induced by hepatitis C virus, alcohol and/or obesity.",2014,"obesity"
"1430","26167411","Genetic variants in leptin: Determinants of obesity and leptin levels in South Indian population.",2014,"obesity"
"1530","26167405","Regulatory role of CD40 in obesity-induced insulin resistance.",2014,"obesity"
"1629","26158145","Comparative Study of Intragastric Balloon and Cognitive-Behavioral Approach for Non-Morbid Obesity.",2014,"obesity"
"1730","26157561","Prevalence of Obesity and Overweight in 12-14-year-old Students in Isfahan-Iran.",2014,"obesity"
"1830","26157560","Short-term Effects of a Physical Activity Intervention on Obesity and Cardiovascular Fitness of 12-14-year-old Boy Students.",2014,"obesity"
"1930","26157559","Short-term Effects of a Physical Activity Intervention on Obesity and Aerobic Fitness of Adolescent Girls.",2014,"obesity"
"2030","26139902","Anti-obesity and cardioprotective effects of cinnamic acid in high fat diet- induced obese rats.",2014,"obesity"
"1142","28508962","Proteinuria rebound in IgA nephropathy associated with obesity-related glomerulopathy.",2015,"obesity"
"241","28286355","The Moderating Role of Body Dissatisfaction in the Relationship between ADHD Symptoms and Disordered Eating in Pediatric Overweight and Obesity.",2015,"obesity"
"340","28133400","Economic Preferences and Obesity among a Low-Income African American Community.",2015,"obesity"
"440","28132360","Obesity, diet and nutraceuticals.",2015,"obesity"
"540","28132335","O032. Associations between any headache and obesity: results from a systematic review and meta-analysis of observational studies.",2015,"obesity"
"640","28031919","Features of endometrial cancer in patients with 'metabolically healthy' versus 'standard' obesity: the decreasing frequency of metabolically healthy obesity.",2015,"obesity"
"740","27904521","Epigenetic modifications in adipose tissue - relation to obesity and diabetes.",2015,"obesity"
"840","27821986","Obesity or Underweight-What is Worse in Pregnancy?",2015,"obesity"
"940","26667210","Control of overweight and obesity in childhood through education in meal time habits. The 'good manners for a healthy future' programme.",2015,"obesity"
"1040","26464071","The prevalence of overweight, obesity and stunting in school children aged 6-19 years in Beijing, China.",2015,"obesity"
"1143","26611784","Association of RBP4 genetic variants with childhood obesity and cardiovascular risk factors.",2015,"obesity"
"1233","26650689","Effect of Different Obesity Phenotypes on Incidence of Chronic Kidney Disease in Tehranian Adults.",2015,"obesity"
"1332","26438320","The role of serum osteoprotegerin and receptor-activator of nuclear factor-κB ligand in metabolic bone disease of women after obesity surgery.",2015,"obesity"
"1431","26511724","Exploring overweight and obesity in pre-school children using routinely collected data: a case study of Halton, Northwest England.",2015,"obesity"
"1531","26487702","Maternal obesity in Africa: a systematic review and meta-analysis.",2015,"obesity"
"1630","27785311","Obesity and Outcome of Crohn's Associated Perianal Fistula Surgery: A Case-Control Study.",2015,"obesity"
"1731","26701837","The costs and consequences of obesity in Germany: a new approach from a prevalence and life-cycle perspective.",2015,"obesity"
"1831","27774256","Delayed reward discounting and grit in men and women with and without obesity.",2015,"obesity"
"1931","27774250","Obesity and the extent of liver damage among adult New Zealanders: findings from a national survey.",2015,"obesity"
